Camara,Cargo,División,Fin,Inicio,Nombre,Partido,Periodos Poder Legislativo,Apellido_Pat,Apellido_Mat,Nombre_1,Nombre_2,Nombre_3,Nombre_4,Nombre_Naim
Diputados,Diputado Propietario,Talca,1888-05-31,1885-06-01,Jovino Novoa Vidal,Partido Liberal,1833-1891,Novoa,Vidal,Jovino,,,,Jovino Novoa Vidal
Diputados,Diputado Propietario,Talca,1888-05-31,1885-06-01,Agustín Concha Vergara,,1833-1891,Concha,Vergara,Agustín,,,,Agustin Concha Vergara
Diputados,Diputado Suplente,Talca,1888-05-31,1885-06-01,Vicente Antúnez Cruz,,1833-1891,Antúnez,Cruz,Vicente,,,,Vicente Antunez Cruz
Diputados,Diputado Propietario,Curepto,1888-05-31,1885-06-01,Miguel Cruchaga Montt,Partido Conservador,1833-1891,Cruchaga,Montt,Miguel,,,,Miguel Cruchaga Montt
Diputados,Diputado Suplente,Curepto,1888-05-31,1885-06-01,Patricio Letelier Silva,,1833-1891,Letelier,Silva,Patricio,,,,Patricio Letelier Silva
Diputados,Diputado Propietario,Lontué,1888-05-31,1885-06-01,Elías Fernández Albano,Partido Nacional o Monttvarista,1833-1891,Fernández,Albano,Elías,,,,Elias Fernandez Albano
Diputados,Diputado Suplente,Lontué,1888-05-31,1885-06-01,Juan Antonio Orrego González,Partido Liberal,1833-1891,Orrego,González,Juan,Antonio,,,Juan Antonio Orrego Gonzalez
Diputados,Diputado Propietario,Cauquenes,1888-05-31,1885-06-01,Augusto Antonio Orrego Luco,Partido Liberal,1833-1891,Orrego,Luco,Augusto,Antonio,,,Augusto Antonio Orrego Luco
Diputados,Diputado Propietario,Cauquenes,1888-05-31,1885-06-01,Ruperto Pinochet Solar,Partido Liberal,1833-1891,Pinochet,Solar,Ruperto,,,,Ruperto Pinochet Solar
Diputados,Diputado Suplente,Cauquenes,1888-05-31,1885-06-01,Rodolfo León Lavín,Partido Liberal,1833-1891,León,Lavín,Rodolfo,,,,Rodolfo Leon Lavin
Diputados,Diputado Propietario,San Javier,1888-05-31,1885-06-01,Ramón Luis Irarrázaval Vera,,1833-1891,Irarrázaval,Vera,Ramón,Luis,,,Ramon Luis Irarrazaval Vera
Diputados,Diputado Suplente,San Javier,1888-05-31,1885-06-01,Pacífico Encina Romero,Partido Nacional o Monttvarista,1833-1891,Encina,Romero,Pacífico,,,,Pacifico Encina Romero
Diputados,Diputado Propietario,Constitución,1888-05-31,1885-06-01,Federico Errázuriz Echaurren,,1833-1891,Errázuriz,Echaurren,Federico,,,,Federico Errazuriz Echaurren
Diputados,Diputado Propietario,Constitución,1888-05-31,1885-06-01,David Tomás Mac Iver Rodríguez,Partido Radical,1833-1891,Mac Iver,Rodríguez,David,Tomás,,,David Tomas Mac Iver Rodriguez
Diputados,Diputado Suplente,Constitución,1888-05-31,1885-06-01,Santiago Aldunate Bascuñán,Partido Liberal,1833-1891,Aldunate,Bascuñán,Santiago,,,,Santiago Aldunate Bascuñan
Diputados,Diputado Propietario,Linares,1888-05-31,1885-06-01,Julio Zegers Samaniego,Partido Liberal,1833-1891,Zegers,Samaniego,Julio,,,,Julio Zegers Samaniego
Diputados,Diputado Propietario,Linares,1888-05-31,1885-06-01,Pantaleón Rozas García,,1833-1891,Rozas,García,Pantaleón,,,,Pantaleon Rozas Garcia
Diputados,Diputado Propietario,Linares,1888-05-31,1885-06-01,Zorobabel Rodríguez Benavides,Partido Conservador,1833-1891,Rodríguez,Benavides,Zorobabel,,,,Zorobabel Rodriguez Benavides
Diputados,Diputado Suplente,Linares,1888-05-31,1885-06-01,Agustín Del Río Villalobos,Partido Liberal Democrático,1833-1891,Del Río,Villalobos,Agustín,,,,Agustin Del Rio Villalobos
Diputados,Diputado Propietario,Itata,1888-05-31,1885-06-01,Juan Antonio González Ibieta,,1833-1891,González,Ibieta,Juan,Antonio,,,Juan Antonio Gonzalez Ibieta
Diputados,Diputado Propietario,Itata,1888-05-31,1885-06-01,Gregorio Urrutia Venegas,Partido Liberal,1833-1891,Urrutia,Venegas,Gregorio,,,,Gregorio Urrutia Venegas
Diputados,Diputado Suplente,Itata,1888-05-31,1885-06-01,Juan Villamil Blanco,,1833-1891,Villamil,Blanco,Juan,,,,Juan Villamil Blanco
Diputados,Diputado Propietario,Parral,1888-05-31,1885-06-01,Ramón Barros Luco,,1833-1891,Barros,Luco,Ramón,,,,Ramon Barros Luco
Diputados,Diputado Propietario,Parral,1888-05-31,1885-06-01,José Arce Cerda,,1833-1891,Arce,Cerda,José,,,,Jose Arce Cerda
Diputados,Diputado Suplente,Parral,1888-05-31,1885-06-01,Samuel Benavente,,1833-1891,Benavente,,Samuel,,,,Samuel Benavente
Diputados,Diputado Propietario,Yungay,1888-05-31,1885-06-01,José Ramón Yávar Jiménez,Partido Liberal,1833-1891,Yávar,Jiménez,José,Ramón,,,Jose Ramon Yavar Jimenez
Diputados,Diputado Suplente,Yungay,1888-05-31,1885-06-01,Ignacio Urrutia Rozas,,1833-1891,Urrutia,Rozas,Ignacio,,,,Ignacio Urrutia Rozas
Diputados,Diputado Propietario,Bulnes,1888-05-31,1885-06-01,José Ignacio Montes Santa María,Partido Liberal,1833-1891,Montes,Santa María,José,Ignacio,,,Jose Ignacio Montes Santa Maria
Diputados,Diputado Suplente,Bulnes,1888-05-31,1885-06-01,Federico Puga Borne,,1833-1891,Puga,Borne,Federico,,,,Federico Puga Borne
Diputados,Diputado Propietario,Chillán,1888-05-31,1885-06-01,Aníbal Zañartu Zañartu,,1833-1891,Zañartu,Zañartu,Aníbal,,,,Anibal Zañartu Zañartu
Diputados,Diputado Propietario,Chillán,1888-05-31,1885-06-01,Vicente Santa Cruz Vargas,Partido Liberal,1833-1891,Santa Cruz,Vargas,Vicente,,,,Vicente Santa Cruz Vargas
Diputados,Diputado Propietario,Chillán,1888-05-31,1885-06-01,Ambrosio Rodríguez Ojeda,Partido Radical,1833-1891,Rodríguez,Ojeda,Ambrosio,,,,Ambrosio Rodriguez Ojeda
Diputados,Diputado Suplente,Chillán,1888-05-31,1885-06-01,Rafael Sanhueza Lizardi,,1833-1891,Sanhueza,Lizardi,Rafael,,,,Rafael Sanhueza Lizardi
Diputados,Diputado Propietario,San Carlos,1888-05-31,1885-06-01,Guillermo Puelma Tupper,Partido Radical,1833-1891,Puelma,Tupper,Guillermo,,,,Guillermo Puelma Tupper
Diputados,Diputado Propietario,San Carlos,1888-05-31,1885-06-01,Sinforiano Ossa Cerda,,1833-1891,Ossa,Cerda,Sinforiano,,,,Sinforiano Ossa Cerda
Diputados,Diputado Suplente,San Carlos,1888-05-31,1885-06-01,Pedro Javier Fernández Frías,Partido Conservador,1833-1891,Fernández,Frías,Pedro,Javier,,,Pedro Javier Fernandez Frias
Diputados,Diputado Propietario,Concepción y Talcahuano,1888-05-31,1885-06-01,Vicente Dávila Larraín,Partido Liberal,1833-1891,Dávila,Larraín,Vicente,,,,Vicente Davila Larrain
Diputados,Diputado Propietario,Concepción y Talcahuano,1888-05-31,1885-06-01,Aníbal J. Las Casas Galván,,1833-1891,Las Casas,Galván,Aníbal,J.,,,Anibal J. Las Casas Galvan
Diputados,Diputado Suplente,Concepción y Talcahuano,1888-05-31,1885-06-01,Francisco Antonio Pinto Cruz,Partido Liberal,1833-1891,Pinto,Cruz,Francisco,Antonio,,,Francisco Antonio Pinto Cruz
Diputados,Diputado Propietario,Lautaro,1888-05-31,1885-06-01,Cornelio Saavedra Rivera,Partido Nacional o Monttvarista,1833-1891,Saavedra,Rivera,Cornelio,,,,Cornelio Saavedra Rivera
Diputados,Diputado Propietario,Lautaro,1888-05-31,1885-06-01,Manuel Arístides Zañartu Zañartu,,1833-1891,Zañartu,Zañartu,Manuel,Arístides,,,Manuel Aristides Zañartu Zañartu
Diputados,Diputado Suplente,Lautaro,1888-05-31,1885-06-01,Pedro Bannen Pradel,Partido Radical,1833-1891,Bannen,Pradel,Pedro,,,,Pedro Bannen Pradel
Diputados,Diputado Propietario,Rere,1888-05-31,1885-06-01,José Agustín Vargas Novoa,Partido Liberal,1833-1891,Vargas,Novoa,José,Agustín,,,Jose Agustin Vargas Novoa
Diputados,Diputado Propietario,Rere,1888-05-31,1885-06-01,Ramón Bañados Espinosa,Partido Nacional o Monttvarista,1833-1891,Bañados,Espinosa,Ramón,,,,Ramon Bañados Espinosa
Diputados,Diputado Suplente,Rere,1888-05-31,1885-06-01,Octavio Echegoyen Marcoleta,,1833-1891,Echegoyen,Marcoleta,Octavio,,,,Octavio Echegoyen Marcoleta
Diputados,Diputado Propietario,Coelemu,1888-05-31,1885-06-01,Carlos Rogers Gutiérrez de la Fuente,Partido Nacional o Monttvarista,1833-1891,Gutiérrez,de la Fuente,Carlos,Rogers,,,Carlos Rogers Gutierrez de la Fuente
Diputados,Diputado Suplente,Coelemu,1888-05-31,1885-06-01,Jorge Astaburuaga Vergara,,1833-1891,Astaburuaga,Vergara,Jorge,,,,Jorge Astaburuaga Vergara
Diputados,Diputado Propietario,La Laja,1888-05-31,1885-06-01,Juan Domingo Dávila Larraín,,1833-1891,Dávila,Larraín,Juan,Domingo,,,Juan Domingo Davila Larrain
Diputados,Diputado Propietario,La Laja,1888-05-31,1885-06-01,Juan Castellón Larenas,Partido Radical,1833-1891,Castellón,Larenas,Juan,,,,Juan Castellon Larenas
Diputados,Diputado Suplente,La Laja,1888-05-31,1885-06-01,Máximo Cienfuegos Sánchez,,1833-1891,Cienfuegos,Sánchez,Máximo,,,,Maximo Cienfuegos Sanchez
Diputados,Diputado Propietario,Angol,1888-05-31,1885-06-01,Máximo Ramón Lira Donoso,Partido Liberal,1833-1891,Lira,Donoso,Máximo,Ramón,,,Maximo Ramon Lira Donoso
Diputados,Diputado Suplente,Angol,1888-05-31,1885-06-01,Manuel Larraín Pérez,,1833-1891,Larraín,Pérez,Manuel,,,,Manuel Larrain Perez
Diputados,Diputado Propietario,Cañete e Imperial,1888-05-31,1885-06-01,Acario Cotapos,,1833-1891,Cotapos,,Acario,,,,Acario Cotapos
Diputados,Diputado Suplente,Cañete e Imperial,1888-05-31,1885-06-01,José Miguel Pedro De Los Desposorios Tagle Arrate,Partido Liberal,1833-1891,Tagle,Arrate,José,Miguel,Pedro,De Los Desposorios,Jose Miguel Pedro De Los Desposorios Tagle Arrate
Diputados,Diputado Propietario,Nacimiento,1888-05-31,1885-06-01,Tomás Segundo Smith Azúa,Partido Liberal,1833-1891,Smith,Azúa,Tomás,Segundo,,,Tomas Segundo Smith Azua
Diputados,Diputado Suplente,Nacimiento,1888-05-31,1885-06-01,Fernando Márquez de la Plata del Solar,Partido Liberal,1833-1891,Márquez de la Plata,del Solar,Fernando,,,,Fernando Marquez de la Plata del Solar
Diputados,Diputado Propietario,Mulchén,1888-05-31,1885-06-01,José María Balmaceda Fernández,,1833-1891,Balmaceda,Fernández,José,María,,,Jose Maria Balmaceda Fernandez
Diputados,Diputado Suplente,Mulchén,1888-05-31,1885-06-01,José Miguel De la Jara Gallardo,,1833-1891,De la Jara,Gallardo,José,Miguel,,,Jose Miguel De la Jara Gallardo
Diputados,Diputado Propietario,Arauco,1888-05-31,1885-06-01,Patricio Calderón,,1833-1891,Calderón,,Patricio,,,,Patricio Calderon
Diputados,Diputado Suplente,Arauco,1888-05-31,1885-06-01,Ismael Pérez Montt,Partido Liberal,1833-1891,Pérez,Montt,Ismael,,,,Ismael Perez Montt
Diputados,Diputado Propietario,Lebu,1888-05-31,1885-06-01,Miguel Lazo Castillo,,1833-1891,Lazo,Castillo,Miguel,,,,Miguel Lazo Castillo
Diputados,Diputado Suplente,Lebu,1888-05-31,1885-06-01,Ventura Carvallo Elizalde,Partido Liberal,1833-1891,Carvallo,Elizalde,Ventura,,,,Ventura Carvallo Elizalde
Diputados,Diputado Propietario,La Unión,1888-05-31,1885-06-01,Miguel Irarrázaval Vera,,1833-1891,Irarrázaval,Vera,Miguel,,,,Miguel Irarrazaval Vera
Diputados,Diputado Suplente,La Unión,1888-05-31,1885-06-01,Mateo Martel García,Partido Liberal,1833-1891,Martel,García,Mateo,,,,Mateo Martel Garcia
Diputados,Diputado Propietario,Valdivia,1888-05-31,1885-06-01,Ignacio Santa María Márquez de la Plata,,1833-1891,Márquez,de la Plata,Ignacio,Santa María,,,Ignacio Santa Maria Marquez de la Plata
Diputados,Diputado Suplente,Valdivia,1888-05-31,1885-06-01,Víctor Korner Anwandter,Partido Liberal,1833-1891,Korner,Anwandter,Víctor,,,,Victor Korner Anwandter
Diputados,Diputado Propietario,Llanquihue,1888-05-31,1885-06-01,Juan Francisco Mujica Valenzuela,,1833-1891,Mujica,Valenzuela,Juan,Francisco,,,Juan Francisco Mujica Valenzuela
Diputados,Diputado Suplente,Llanquihue,1888-05-31,1885-06-01,Luis Santiago Carvajal,,1833-1891,Carvajal,,Luis,Santiago,,,Luis Santiago Carvajal
Diputados,Diputado Propietario,Osorno,1888-05-31,1885-06-01,Perceval González Ibieta,,1833-1891,González,Ibieta,Perceval,,,,Perceval Gonzalez Ibieta
Diputados,Diputado Suplente,Osorno,1888-05-31,1885-06-01,Diego Armstrong Gana,,1833-1891,Armstrong,Gana,Diego,,,,Diego Armstrong Gana
Diputados,Diputado Propietario,Carelmapu,1888-05-31,1885-06-01,Luis Martiniano Rodríguez Herrera,,1833-1891,Rodríguez,Herrera,Luis,Martiniano,,,Luis Martiniano Rodriguez Herrera
Diputados,Diputado Suplente,Carelmapu,1888-05-31,1885-06-01,Liborio Sánchez Cárdenas,Partido Nacional o Monttvarista,1833-1891,Sánchez,Cárdenas,Liborio,,,,Liborio Sanchez Cardenas
Diputados,Diputado Propietario,Ancud y Quinchao,1888-05-31,1885-06-01,Luis Martiniano Rodríguez Herrera,,1833-1891,Rodríguez,Herrera,Luis,Martiniano,,,Luis Martiniano Rodriguez Herrera
Diputados,Diputado Propietario,Ancud y Quinchao,1888-05-31,1885-06-01,Domingo Víctor Santa María Márquez de la Plata,Partido Liberal,1833-1891,Santa María,Márquez de la Plata,Domingo,Victor,,,Domingo Victor Santa Maria Marquez de la Plata
Diputados,Diputado Suplente,Ancud y Quinchao,1888-05-31,1885-06-01,Manuel Guzmán Velásquez,,1833-1891,Guzmán,Velásquez,Manuel,,,,Manuel Guzman Velasquez
Diputados,Diputado Propietario,Castro,1888-05-31,1885-06-01,Manuel Gregorio Balbontín Viancos,,1833-1891,Balbontín,Viancos,Manuel,Gregorio,,,Manuel Gregorio Balbontin Viancos
Diputados,Diputado Suplente,Castro,1888-05-31,1885-06-01,Silvestre Correa Bravo,,1833-1891,Correa,Bravo,Silvestre,,,,Silvestre Correa Bravo
Diputados,Diputado Suplente,Constitución,1891-02-11,1888-06-01,Pedro Nolasco Préndez Murúa,,1833-1891,Préndez,Murúa,Pedro,Nolasco,,,Pedro Nolasco Prendez Murua
Diputados,Diputado Propietario,Pisagua,1891-02-11,1888-06-01,Alcibíades Roldán Alvarez,Partido Liberal,1833-1891,Roldán,Alvarez,Alcibíades,,,,Alcibiades Roldan Alvarez
Diputados,Diputado Suplente,Pisagua,1891-02-11,1888-06-01,Miguel Luis Amunátegui Reyes,,1833-1891,Amunátegui,Reyes,Miguel,Luis,,,Miguel Luis Amunategui Reyes
Diputados,Diputado Propietario,Tarapacá,1891-02-11,1888-06-01,Ramón Larraín Plaza,,1833-1891,Larraín,Plaza,Ramón,,,,Ramon Larrain Plaza
Diputados,Diputado Propietario,Tarapacá,1891-02-11,1888-06-01,Gaspar Toro Hurtado,,1833-1891,Toro,Hurtado,Gaspar,,,,Gaspar Toro Hurtado
Diputados,Diputado Suplente,Tarapacá,1891-02-11,1888-06-01,Enrique Cazotte Alcalde,,1833-1891,Cazotte,Alcalde,Enrique,,,,Enrique Cazotte Alcalde
Diputados,Diputado Propietario,Antofagasta,1891-02-11,1888-06-01,Vicente Dávila Larraín,Partido Liberal,1833-1891,Dávila,Larraín,Vicente,,,,Vicente Davila Larrain
Diputados,Diputado Suplente,Antofagasta,1891-02-11,1888-06-01,José Alberto Bravo Vizcaya,,1833-1891,Bravo,Vizcaya,José,Alberto,,,Jose Alberto Bravo Vizcaya
Diputados,Diputado Propietario,Taltal,1891-02-11,1888-06-01,Vicente Grez Yávar,Partido Nacional o Monttvarista,1833-1891,Grez,Yávar,Vicente,,,,Vicente Grez Yavar
Diputados,Diputado Suplente,Taltal,1891-02-11,1888-06-01,Daniel Oliva Figueroa,,1833-1891,Oliva,Figueroa,Daniel,,,,Daniel Oliva Figueroa
Diputados,Diputado Propietario,Copiapó y Chañaral,1891-02-11,1888-06-01,Antonio Edwards Argandoña,Partido Radical,1833-1891,Edwards,Argandoña,Antonio,,,,Antonio Edwards Argandoña
Diputados,Diputado Propietario,Copiapó y Chañaral,1891-02-11,1888-06-01,Abraham Konig Velásquez,Partido Radical,1833-1891,Konig,Velásquez,Abraham,,,,Abraham Konig Velasquez
Diputados,Diputado Suplente,Copiapó y Chañaral,1891-02-11,1888-06-01,Telésforo Mandiola Mercado,Partido Liberal,1833-1891,Mandiola,Mercado,Telésforo,,,,Telesforo Mandiola Mercado
Diputados,Diputado Propietario,Vallenar,1891-02-11,1888-06-01,Santiago Antonio Leoncio Pérez Eastman,Partido Liberal,1833-1891,Pérez,Eastman,Santiago,Antonio,Leoncio,,Santiago Antonio Leoncio Perez Eastman
Diputados,Diputado Suplente,Vallenar,1891-02-11,1888-06-01,Miguel Guemes Valdivieso,,1833-1891,Guemes,Valdivieso,Miguel,,,,Miguel Guemes Valdivieso
Diputados,Diputado Propietario,Freirina,1891-02-11,1888-06-01,José Antonio Gandarillas Luco,,1833-1891,Gandarillas,Luco,José,Antonio,,,Jose Antonio Gandarillas Luco
Diputados,Diputado Suplente,Freirina,1891-02-11,1888-06-01,Juan Craig,,1833-1891,Craig,,Juan,,,,Juan Craig
Diputados,Diputado Propietario,La Serena,1891-02-11,1888-06-01,Wenceslao Varela Aguirre,,1833-1891,Varela,Aguirre,Wenceslao,,,,Wenceslao Varela Aguirre
Diputados,Diputado Propietario,La Serena,1891-02-11,1888-06-01,Ricardo Felipe Espinosa,,1833-1891,Espinosa,,Ricardo,Felipe,,,Ricardo Felipe Espinosa
Diputados,Diputado Suplente,La Serena,1891-02-11,1888-06-01,José Antonio Segundo Valdés González,,1833-1891,Valdés,González,José,Antonio,Segundo,,Jose Antonio Segundo Valdes Gonzalez
Diputados,Diputado Propietario,Coquimbo,1891-02-11,1888-06-01,Francisco Carvallo Elizalde,,1833-1891,Carvallo,Elizalde,Francisco,,,,Francisco Carvallo Elizalde
Diputados,Diputado Suplente,Coquimbo,1891-02-11,1888-06-01,José Ramón Ravest Campaña,Partido Liberal,1833-1891,Ravest,Campaña,José,Ramón,,,Jose Ramon Ravest Campaña
Diputados,Diputado Propietario,Elqui,1891-02-11,1888-06-01,Alejo Barrios Contreras,Partido Nacional o Monttvarista,1833-1891,Barrios,Contreras,Alejo,,,,Alejo Barrios Contreras
Diputados,Diputado Suplente,Elqui,1891-02-11,1888-06-01,Máximo Del Campo Yávar,,1833-1891,Del Campo,Yávar,Máximo,,,,Maximo Del Campo Yavar
Diputados,Diputado Propietario,Ovalle,1891-02-11,1888-06-01,Julio Bañados Espinosa,Partido Liberal,1833-1891,Bañados,Espinosa,Julio,,,,Julio Bañados Espinosa
Diputados,Diputado Propietario,Ovalle,1891-02-11,1888-06-01,Julio Lecaros Valdés,,1833-1891,Lecaros,Valdés,Julio,,,,Julio Lecaros Valdes
Diputados,Diputado Propietario,Ovalle,1891-02-11,1888-06-01,Rafael Valentín Errázuriz Urmeneta,,1833-1891,Errázuriz,Urmeneta,Rafael,Valentín,,,Rafael Valentin Errazuriz Urmeneta
Diputados,Diputado Suplente,Ovalle,1891-02-11,1888-06-01,Blas Ossa Ossa,,1833-1891,Ossa,Ossa,Blas,,,,Blas Ossa Ossa
Diputados,Diputado Propietario,Illapel,1891-02-11,1888-06-01,Darío Zañartu del Río,,1833-1891,Zañartu,del Río,Darío,,,,Dario Zañartu del Rio
Diputados,Diputado Suplente,Illapel,1891-02-11,1888-06-01,José Miguel Ugalde,,1833-1891,Ugalde,,José,Miguel,,,Jose Miguel Ugalde
Diputados,Diputado Propietario,Combarbalá,1891-02-11,1888-06-01,Juan de Dios Peñafiel Varela,,1833-1891,Peñafiel,Varela,Juan de Dios,,,,Juan de Dios Peñafiel Varela
Diputados,Diputado Suplente,Combarbalá,1891-02-11,1888-06-01,Juan de Dios Peñafiel Varela,,1833-1891,Peñafiel,Varela,Juan de Dios,,,,Juan de Dios Peñafiel Varela
Diputados,Diputado Propietario,San Felipe,1891-02-11,1888-06-01,Federico Puga Borne,,1833-1891,Puga,Borne,Federico,,,,Federico Puga Borne
Diputados,Diputado Propietario,San Felipe,1891-02-11,1888-06-01,Benjamín Vergara Echavarría,Partido Liberal,1833-1891,Vergara,Echavarría,Benjamín,,,,Benjamin Vergara Echavarria
Diputados,Diputado Suplente,San Felipe,1891-02-11,1888-06-01,Arturo Maximiano Edwards Ross,Partido Nacional o Monttvarista,1833-1891,Edwards,Ross,Arturo,Maximiano,,,Arturo Maximiano Edwards Ross
Diputados,Diputado Propietario,Los Andes,1891-02-11,1888-06-01,Francisco Javier Concha Berguecio,,1833-1891,Concha,Berguecio,Francisco,Javier,,,Francisco Javier Concha Berguecio
Diputados,Diputado Propietario,Los Andes,1891-02-11,1888-06-01,Francisco Javier García Huidobro Eyzaguirre,,1833-1891,García Huidobro,Eyzaguirre,Francisco,Javier,,,Francisco Javier Garcia Huidobro Eyzaguirre
Diputados,Diputado Suplente,Los Andes,1891-02-11,1888-06-01,José Agustín Verdugo Guzmán,,1833-1891,Verdugo,Guzmán,José,Agustín,,,Jose Agustin Verdugo Guzman
Diputados,Diputado Propietario,Putaendo,1891-02-11,1888-06-01,Francisco de Borja Segundo García Huidobro Eyzaguirre,Partido Liberal,1833-1891,,,Francisco,,,,Francisco de Borja Segundo Garcia Huidobro Eyzaguirre
Diputados,Diputado Suplente,Putaendo,1891-02-11,1888-06-01,Tristán Aguirre,,1833-1891,,,,,,,Tristan Aguirre
Diputados,Diputado Propietario,La Ligua,1891-02-11,1888-06-01,José Vicente Gustavo Aguirre Vargas,Partido Conservador,1833-1891,Aguirre,Vargas,José,Vicente,Gustavo,,Jose Vicente Gustavo Aguirre Vargas
Diputados,Diputado Suplente,La Ligua,1891-02-11,1888-06-01,Manuel Antonio Cristi Aldana,,1833-1891,,,Manuel,,,,Manuel Antonio Cristi Aldana
Diputados,Diputado Propietario,Petorca,1891-02-11,1888-06-01,Pedro Montt Montt,Partido Nacional o Monttvarista,1833-1891,Montt,Montt,Pedro,,,,Pedro Montt Montt
Diputados,Diputado Propietario,Petorca,1891-02-11,1888-06-01,Tomás Echavarría Barriga,Partido Nacional o Monttvarista,1833-1891,Echavarría,Barriga,Tomás,,,,Tomas Echavarria Barriga
Diputados,Diputado Suplente,Petorca,1891-02-11,1888-06-01,Tomás Roberto Torres Echavarría,,1833-1891,Torres,Echavarría,Tomás,Roberto,,,Tomas Roberto Torres Echavarria
Diputados,Diputado Propietario,Valparaíso,1891-02-11,1888-06-01,Isidoro Errázuriz Errázuriz,Partido Liberal,1833-1891,Errázuriz,Errázuriz,Isidoro,,,,Isidoro Errazuriz Errazuriz
Diputados,Diputado Propietario,Valparaíso,1891-02-11,1888-06-01,Ramón Barros Luco,Partido Liberal,1833-1891,Barros,Luco,Ramón,,,,Ramon Barros Luco
Diputados,Diputado Propietario,Valparaíso,1891-02-11,1888-06-01,Alberto Edwards Argandoña,Partido Conservador,1833-1891,Edwards,Argandoña,Alberto,,,,Alberto Edwards Argandoña
Diputados,Diputado Propietario,Valparaíso,1891-02-11,1888-06-01,José Ramón Sánchez Montes,Partido Liberal,1833-1891,Sánchez,Montes,José,Ramón,,,Jose Ramon Sanchez Montes
Diputados,Diputado Propietario,Valparaíso,1891-02-11,1888-06-01,Máximo Baltasar Gregorio Sánchez Fontecilla,,1833-1891,Sánchez,Fontecilla,Máximo,Baltasar,Gregorio,,Maximo Baltasar Gregorio Sanchez Fontecilla
Diputados,Diputado Propietario,Valparaíso,1891-02-11,1888-06-01,Juan Eduardo Mackenna Astorga,,1833-1891,Mackenna,Astorga,Juan,Eduardo,,,Juan Eduardo Mackenna Astorga
